KernelName,GridSize,BlockSize,Comp_inst_kernel,avg_comp_lat,glob_inst_kernel,avg_glob_lat,avg_shar_lat,block_size,misc_inst_kernel,branch,glob_load_sm,glob_store_sm,inst_issue_cycles,cache_penalty,Avg,Time,Regs,Loops
heartwall,51,382,2912,85.58962912087912,507,538.3372781065088,36.0,382,715,315,315,192,16691.0,945.119722366333,62.45,6272.25,10,1
heartwall,51,1023,2912,85.58962912087912,507,538.3372781065088,36.0,1023,715,315,315,192,44748.0,2531.0405130386353,63.05,3542.15,10,1
heartwall,51,124,2912,85.58962912087912,507,538.3372781065088,36.0,124,715,315,315,192,5380.0,613.585578918457,65.75,16564.55,10,1
heartwall,51,802,2912,85.58962912087912,507,538.3372781065088,36.0,802,715,315,315,192,35085.0,1984.2565898895264,74.3,3590.75,10,1
heartwall,51,700,2912,85.58962912087912,507,538.3372781065088,36.0,700,715,315,315,192,30582.0,1731.8947792053225,73.9,3962.3,10,1
heartwall,51,692,2912,85.58962912087912,507,538.3372781065088,36.0,692,715,315,315,192,30253.0,1712.1016960144043,74.4,3734.85,10,1
heartwall,51,506,2912,85.58962912087912,507,538.3372781065088,36.0,506,715,315,315,192,22127.0,1251.9125118255615,74.9,4767.05,10,1
heartwall,51,667,2912,85.58962912087912,507,538.3372781065088,36.0,667,715,315,315,192,29155.0,1650.2483110427856,74.5,4179.0,10,1
heartwall,51,925,2912,85.58962912087912,507,538.3372781065088,36.0,925,715,315,315,192,40465.0,2288.57524394989,74.2,3668.55,10,1
heartwall,51,521,2912,85.58962912087912,507,538.3372781065088,36.0,521,715,315,315,192,22786.0,1289.0245428085327,76.1,5009.15,10,1
heartwall,51,421,2912,85.58962912087912,507,538.3372781065088,36.0,421,715,315,315,192,18393.0,1041.611002922058,76.2,5556.05,10,1
heartwall,51,920,2912,85.58962912087912,507,538.3372781065088,36.0,920,715,315,315,192,40246.0,2276.2045669555664,74.2,3797.3,10,1
heartwall,51,621,2912,85.58962912087912,507,538.3372781065088,36.0,621,715,315,315,192,27123.0,1536.438082695007,74.75,4237.9,10,1
heartwall,51,347,2912,85.58962912087912,507,538.3372781065088,36.0,347,715,315,315,192,15154.0,858.5249834060669,76.75,6138.15,10,1
heartwall,51,519,2912,85.58962912087912,507,538.3372781065088,36.0,519,715,315,315,192,22676.0,1284.0762720108032,64.15,5435.0,10,1
heartwall,51,895,2912,85.58962912087912,507,538.3372781065088,36.0,895,715,315,315,192,39148.0,2214.351181983948,60.3,4121.55,10,1
heartwall,51,537,2912,85.58962912087912,507,538.3372781065088,36.0,537,715,315,315,192,23444.0,1328.6107091903689,60.65,5441.3,10,1
heartwall,51,904,2912,85.58962912087912,507,538.3372781065088,36.0,904,715,315,315,192,39532.0,2236.6184005737305,60.6,4368.45,10,1
heartwall,51,836,2912,85.58962912087912,507,538.3372781065088,36.0,836,715,315,315,192,36567.0,2068.3771934509277,61.0,4453.1,10,1
heartwall,51,295,2912,85.58962912087912,507,538.3372781065088,36.0,295,715,315,315,192,12902.0,1459.7398853302002,60.2,8318.5,10,1
heartwall,51,869,2912,85.58962912087912,507,538.3372781065088,36.0,869,715,315,315,192,37995.0,2150.0236616134644,63.3,3680.85,10,1
heartwall,51,320,2912,85.58962912087912,507,538.3372781065088,36.0,320,715,315,315,192,14001.0,1583.4466552734375,61.8,7699.7,10,1
heartwall,51,656,2912,85.58962912087912,507,538.3372781065088,36.0,656,715,315,315,192,28661.0,1623.0328216552734,60.75,4848.1,10,1
heartwall,51,816,2912,85.58962912087912,507,538.3372781065088,36.0,816,715,315,315,192,35689.0,2018.8944854736328,60.0,4577.1,10,1
heartwall,51,935,2912,85.58962912087912,507,538.3372781065088,36.0,935,715,315,315,192,40905.0,2313.3165979385376,61.9,4002.5,10,1
heartwall,51,535,2912,85.58962912087912,507,538.3372781065088,36.0,535,715,315,315,192,23390.0,1323.6624383926392,65.25,4859.05,10,1
heartwall,51,956,2912,85.58962912087912,507,538.3372781065088,36.0,956,715,315,315,192,41783.0,2365.2734413146973,60.0,4125.05,10,1
heartwall,51,863,2912,85.58962912087912,507,538.3372781065088,36.0,863,715,315,315,192,37720.0,2135.178849220276,60.1,4223.9,10,1
heartwall,51,355,2912,85.58962912087912,507,538.3372781065088,36.0,355,715,315,315,192,15483.0,878.3180665969849,59.5,7292.65,10,1
heartwall,51,653,2912,85.58962912087912,507,538.3372781065088,36.0,653,715,315,315,192,28551.0,1615.6104154586792,60.3,4908.65,10,1
bfs,512,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,10.0,4.891276041666666,49.25,4487209.875,21,200
bfs,1024,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,21.0,9.782552083333332,50.0,4554294.857,21,200
bfs,2048,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,42.0,19.565104166666664,50.0,5231541.125,21,200
bfs,4096,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,84.0,39.13020833333333,50.0,6585135.5,21,200
bfs,8192,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,168.0,78.26041666666666,50.11111111,9361857.222,21,200
bfs,16384,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,336.0,78.26041666666666,51.4,14435504.5,21,200
bfs,32768,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,672.0,104.34722222222224,56.6,23370180.4,21,200
bfs,65536,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,5,8,3,1344.0,125.21666666666664,63.9,39956303.0,21,200
bfs,130722,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,10,16,6,5361.0,312.20575523376465,63.9,75070217.5,21,200
bfs,262144,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,20,32,12,21504.0,626.0833333333333,65.09090909,130154425.8,21,200
bfs,524288,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,35,56,21,75264.0,1130.989247311828,66.0,239718402.0,21,200
bfs,1048576,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,65,104,39,279552.0,2134.841530054645,65.69230769,461868955.8,21,200
bfs,2097152,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,130,208,78,1118208.0,4304.969696969697,66.83333333,899650176.9,21,200
bfs,4194304,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,260,416,156,4472832.0,906.8879668049792,66.07692308,1783888938.0,21,200
bfs,8388608,2,35,62.74285714285714,11,578.8181818181819, NaN,2,1,515,824,309,-15835136.0,1647.5131396957122,66.85714286,3733477881.0,21,200
bfs,256,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,10.0,4.891276041666666,51.0,4129502.75,21,200
bfs,512,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,21.0,9.782552083333332,51.0,4248382.714,21,200
bfs,1024,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,42.0,19.565104166666664,51.0,4810169.0,21,200
bfs,2048,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,84.0,39.13020833333333,51.0,5958673.875,21,200
bfs,4096,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,168.0,78.26041666666666,51.11111111,8117075.0,21,200
bfs,8192,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,336.0,78.26041666666666,51.7,11875634.5,21,200
bfs,16384,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,672.0,104.34722222222224,52.1,19008415.9,21,200
bfs,32768,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,5,8,3,1344.0,125.21666666666664,58.5,31535925.5,21,200
bfs,65361,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,10,16,6,5361.0,312.20575523376465,63.5,56411567.7,21,200
bfs,131072,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,20,32,12,21504.0,626.0833333333333,64.63636364,93177235.18,21,200
bfs,262144,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,35,56,21,75264.0,1130.989247311828,65.63636364,166093986.5,21,200
bfs,524288,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,65,104,39,279552.0,2134.841530054645,65.92307692,312065202.7,21,200
bfs,1048576,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,130,208,78,1118208.0,4304.969696969697,66.16666667,603212527.8,21,200
bfs,2097152,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,260,416,156,4472832.0,906.8879668049792,65.30769231,1190660976.0,21,200
bfs,4194304,4,35,62.74285714285714,11,578.8181818181819, NaN,4,1,515,824,309,-15835136.0,1647.5131396957122,65.85714286,2537969480.0,21,200
bfs,128,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,10.0,4.891276041666666,50.875,4085243.125,21,200
bfs,256,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,21.0,9.782552083333332,51.0,4134206.0,21,200
bfs,512,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,42.0,19.565104166666664,51.0,4678245.625,21,200
bfs,1024,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,84.0,39.13020833333333,51.0,5516255.375,21,200
bfs,2048,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,168.0,78.26041666666666,51.0,7174365.556,21,200
bfs,4096,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,336.0,78.26041666666666,51.0,10469033.7,21,200
bfs,8192,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,672.0,104.34722222222224,51.4,16406347.5,21,200
bfs,16384,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,5,8,3,1344.0,125.21666666666664,51.9,27516984.7,21,200
bfs,32681,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,10,16,6,5361.0,312.21053187052405,59.0,48693621.6,21,200
bfs,65536,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,20,32,12,21504.0,626.0833333333333,62.90909091,76700906.73,21,200
bfs,131072,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,35,56,21,75264.0,1130.989247311828,63.90909091,129278135.5,21,200
bfs,262144,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,65,104,39,279552.0,2134.841530054645,64.30769231,238491375.0,21,200
bfs,524288,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,130,208,78,1118208.0,4304.969696969697,64.75,456176981.0,21,200
bfs,1048576,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,260,416,156,4472832.0,906.8879668049792,64.30769231,893608526.5,21,200
bfs,2097152,8,35,62.74285714285714,11,578.8181818181819, NaN,8,1,515,824,309,-15835136.0,1647.5131396957122,65.0,1959225193.0,21,200
bfs,64,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,10.0,4.891276041666666,51.0,3970330.0,21,200
bfs,128,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,21.0,9.782552083333332,51.0,4232351.714,21,200
bfs,256,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,42.0,19.565104166666664,51.0,4483590.5,21,200
bfs,512,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,84.0,39.13020833333333,51.0,5461852.0,21,200
bfs,1024,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,168.0,78.26041666666666,51.0,7013896.222,21,200
bfs,2048,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,336.0,78.26041666666666,51.0,9868601.2,21,200
bfs,4096,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,672.0,104.34722222222224,51.0,15116965.1,21,200
bfs,8192,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,5,8,3,1344.0,125.21666666666664,51.1,24932558.8,21,200
bfs,16341,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,10,16,6,5361.0,312.22008514404297,53.0,43636780.2,21,200
bfs,32768,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,20,32,12,21504.0,626.0833333333333,61.18181818,65662782.36,21,200
bfs,65536,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,35,56,21,75264.0,1130.989247311828,62.90909091,110451513.6,21,200
bfs,131072,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,65,104,39,279552.0,2134.841530054645,63.92307692,201016720.2,21,200
bfs,262144,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,130,208,78,1118208.0,4304.969696969697,63.91666667,381510180.3,21,200
bfs,524288,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,260,416,156,4472832.0,906.8879668049792,64.15384615,745889290.8,21,200
bfs,1048576,16,35,62.74285714285714,11,578.8181818181819, NaN,16,1,515,824,309,-15835136.0,1647.5131396957122,64.0,1664957150.0,21,200
bfs,32,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,10.0,4.891276041666666,51.0,4021050.875,21,200
bfs,64,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,21.0,9.782552083333332,51.0,4353588.571,21,200
bfs,128,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,42.0,19.565104166666664,51.0,4593830.125,21,200
bfs,256,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,84.0,39.13020833333333,51.0,5381316.125,21,200
bfs,512,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,168.0,78.26041666666666,51.0,6891711.778,21,200
bfs,1024,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,336.0,78.26041666666666,51.0,9778442.5,21,200
bfs,2048,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,672.0,104.34722222222224,51.0,14516511.9,21,200
bfs,4096,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,5,8,3,1344.0,125.21666666666664,51.0,23315385.1,21,200
bfs,8171,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,10,16,6,5361.0,312.2391916910807,51.2,41340205.0,21,200
bfs,16384,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,20,32,12,21504.0,626.0833333333333,59.0,61500769.73,21,200
bfs,32768,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,35,56,21,75264.0,1130.989247311828,62.0,101631897.0,21,200
bfs,65536,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,65,104,39,279552.0,2134.841530054645,63.92307692,182818348.9,21,200
bfs,131072,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,130,208,78,1118208.0,4304.969696969697,63.91666667,346284942.4,21,200
bfs,262144,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,260,416,156,4472832.0,906.8879668049792,63.92307692,670311997.5,21,200
bfs,524288,32,35,62.74285714285714,11,578.8181818181819, NaN,32,1,515,824,309,-15835136.0,1647.5131396957122,62.85714286,1526823555.0,21,200
bfs,16,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,10.0,4.891276041666666,60.25,3894408.25,21,200
bfs,32,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,21.0,9.782552083333332,60.14285714,3950081.571,21,200
bfs,64,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,42.0,19.565104166666664,60.875,4379863.0,21,200
bfs,128,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,84.0,39.13020833333333,60.75,4932256.75,21,200
bfs,256,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,168.0,78.26041666666666,59.22222222,6721516.556,21,200
bfs,512,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,336.0,78.26041666666666,51.0,9468926.5,21,200
bfs,1024,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,672.0,104.34722222222224,51.0,14021136.4,21,200
bfs,2048,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,5,8,3,1344.0,125.21666666666664,51.0,23280628.7,21,200
bfs,4086,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,10,16,6,5362.0,312.27740478515625,51.0,40175227.6,21,200
bfs,8192,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,20,32,12,21504.0,626.0833333333333,59.45454545,59043764.64,21,200
bfs,16384,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,35,56,21,75264.0,1130.989247311828,61.90909091,96793967.27,21,200
bfs,32768,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,65,104,39,279552.0,2134.841530054645,63.76923077,173925909.4,21,200
bfs,65536,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,130,208,78,1118208.0,4304.969696969697,63.75,327115068.2,21,200
bfs,131072,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,260,416,156,4472832.0,906.8879668049792,64.0,634266605.8,21,200
bfs,262144,64,35,62.74285714285714,11,578.8181818181819, NaN,64,1,515,824,309,-15835136.0,1647.5131396957122,63.0,1430719651.0,21,200
bfs,8,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,10.0,4.891276041666666,61.0,3785967.375,21,200
bfs,16,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,21.0,9.782552083333332,61.0,3986426.857,21,200
bfs,32,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,42.0,19.565104166666664,61.0,4304728.125,21,200
bfs,64,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,84.0,39.13020833333333,61.0,5177662.625,21,200
bfs,128,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,168.0,78.26041666666666,61.0,6410436.111,21,200
bfs,256,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,336.0,78.26041666666666,61.0,9447336.8,21,200
bfs,512,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,672.0,104.34722222222224,61.0,13898627.6,21,200
bfs,1024,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,5,8,3,1344.0,125.21666666666664,55.2,22370534.5,21,200
bfs,2043,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,10,16,6,5362.0,312.27740478515625,51.9,39884267.9,21,200
bfs,4096,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,20,32,12,21504.0,626.0833333333333,59.09090909,58017295.64,21,200
bfs,8192,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,35,56,21,75264.0,1130.989247311828,62.90909091,94733357.45,21,200
bfs,16384,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,65,104,39,279552.0,2134.841530054645,63.30769231,170010776.1,21,200
bfs,32768,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,130,208,78,1118208.0,4304.969696969697,63.75,318657783.1,21,200
bfs,65536,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,260,416,156,4472832.0,906.8879668049792,64.0,615260780.4,21,200
bfs,131072,128,35,62.74285714285714,11,578.8181818181819, NaN,128,1,515,824,309,-15835136.0,1647.5131396957122,62.92857143,1399026342.0,21,200
bfs,4,256,35,62.74285714285714,11,578.8181818181819, NaN,256,1,5,8,3,10.0,4.891276041666666,61.0,3834068.875,21,200
bfs,8,256,35,62.74285714285714,11,578.8181818181819, NaN,256,1,5,8,3,21.0,9.782552083333332,61.14285714,4053863.286,21,200
